848,715,847,683
600,920,559,917
459,38,409,42
919,526,908,542
31,718,81,708
15,406,39,451
413,62,409,42
752,800,742,832
702,757,682,757
44,91,44,109
415,24,409,42
445,886,433,896
567,558,534,565
668,809,664,846
659,249,661,272
870,588,876,581
266,945,288,974
245,207,230,198
920,70,883,104
277,353,283,364
894,681,896,693
314,862,356,834
518,744,526,724
807,54,786,24
794,348,844,336
931,467,889,495
614,299,633,314
597,229,617,246
299,967,288,974
219,550,212,559
293,577,298,581
926,778,907,795
428,903,433,896
590,326,593,349
401,788,394,792
152,441,156,480
547,820,586,814
563,419,556,413
740,452,774,454
56,485,74,488
646,940,600,920
521,807,547,820
170,566,156,565
205,579,212,559
139,954,121,912
273,848,314,862
939,855,908,817
453,519,468,524
30,172,51,172
402,55,413,62
250,27,209,55
117,72,118,88
667,979,646,940
788,218,800,216
954,691,964,676
458,272,492,310
905,470,931,467
102,437,152,441
58,163,51,172
653,878,634,886
282,330,274,334
477,855,464,839
38,817,73,845
81,66,76,87
708,648,726,687
314,957,312,950
386,99,379,83
80,681,95,689
236,219,245,207
414,932,422,942
463,644,489,688
787,471,774,454
403,507,453,519
631,736,622,753
301,89,282,89
138,315,126,312
132,436,152,441
631,164,630,164
955,902,939,855
25,247,69,272
222,762,218,769
768,925,806,959
344,729,335,733
484,512,468,524
216,724,217,736
645,67,655,18
252,4,250,27
961,41,920,70
890,638,858,661
669,80,645,67
405,15,415,24
810,619,839,615
190,761,179,781
49,896,67,855
894,134,883,104
985,942,955,902
164,572,170,566
115,771,96,764
838,787,864,794
445,236,458,272
547,392,554,375
408,279,458,272
452,881,445,886
612,363,621,363
21,804,38,817
189,500,177,499
866,785,864,794
348,958,360,934
130,267,140,289
207,880,158,870
111,411,102,437
41,103,44,109
511,713,526,724
410,731,420,733
477,336,474,357
80,168,95,176
495,187,545,185
560,428,563,419
738,144,719,166
788,5,786,24
774,499,773,490
641,499,631,492
409,983,422,942
126,228,101,255
929,313,894,331
426,374,474,357
68,710,81,708
941,41,961,41
786,184,767,179
987,674,964,676
702,290,661,272
826,117,805,146
278,236,297,220
54,306,69,272
185,388,184,368
254,307,277,321
840,466,843,473
848,582,870,588
652,732,659,748
820,978,806,959
550,249,597,229
546,755,518,744
509,975,535,949
679,445,697,445
26,860,67,855
228,284,227,281
690,682,680,707
192,477,206,496
417,622,463,644
844,225,845,225
225,770,218,769
672,372,661,411
424,302,408,279
885,133,894,134
691,379,672,372
50,245,25,247
814,826,824,825
441,361,426,374
132,421,132,436
898,731,903,730
435,504,453,519
239,252,238,271
394,716,383,721
248,759,262,778
813,50,807,54
965,202,932,240
654,235,659,249
877,73,883,104
850,801,864,794
518,796,521,807
526,934,535,949
566,785,561,783
221,946,266,945
687,720,680,707
971,437,931,467
660,135,630,164
848,719,848,715
777,641,784,638
754,763,725,748
176,640,166,648
836,391,837,386
130,450,132,436
577,509,608,512
977,822,939,855
947,196,965,202
26,795,21,804
57,320,54,306
675,950,646,940
440,566,453,519
731,762,725,748
469,87,459,38
808,415,836,391
571,255,550,249
624,80,645,67
40,846,26,860
141,450,130,450
610,622,602,601
728,847,742,832
352,867,356,834
826,244,808,264
794,15,788,5
627,641,610,622
75,423,102,437
16,867,26,860
952,502,919,526
286,690,270,695
769,985,806,959
470,638,463,644
605,899,600,920
214,750,217,736
919,590,926,591
255,481,268,463
685,217,684,227
890,91,883,104
782,663,773,671
561,342,593,349
478,55,459,38
163,737,179,731
874,734,898,731
479,449,476,459
431,14,415,24
472,373,474,357
676,703,680,707
993,852,977,822
456,64,478,55
0,438,15,406
878,83,877,73
187,927,221,946
498,971,509,975
827,489,843,473
537,325,561,342
127,26,144,9
485,688,489,688
742,647,708,648
146,932,139,954
255,460,268,463
908,801,907,795
93,705,83,711
32,279,25,247
972,903,955,902
480,522,484,512
667,266,661,272
716,157,719,166
37,964,85,947
491,933,526,934
581,969,535,949
693,815,668,809
774,645,777,641
87,442,102,437
876,331,894,331
641,573,644,584
251,433,248,407
293,406,279,414
802,968,806,959
129,827,158,870
248,695,245,704
475,421,489,406
732,235,750,227
197,859,207,880
519,94,469,87
181,728,179,731
442,497,435,504
342,935,360,934
599,588,602,601
690,386,691,379
68,220,83,245
874,138,885,133
901,681,894,681
755,420,741,416
672,95,669,80
945,822,977,822
766,507,774,499
904,142,894,134
946,461,931,467
312,987,299,967
857,567,848,582
417,407,426,374
20,805,21,804
571,408,563,419
226,257,239,252
892,893,848,889
211,471,192,477
731,838,728,847
576,244,571,255
670,17,655,18
957,551,919,526
387,937,360,934
312,914,312,950
916,514,919,526
549,908,559,917
467,112,469,87
455,628,463,644
867,52,877,73
757,227,750,227
141,601,151,575
739,736,725,748
836,267,852,257
442,969,422,942
116,980,139,954
176,739,179,731
741,19,751,60
900,400,871,401
